1396.3,1876.5,1396.7,1876.4,22.303
530.86,1084.1,530.67,1086.2,98.212
1800.7,724.99,1801.2,718.06,286.28
939.68,136.33,943.87,135.79,177.06
1001.6,1731.6,1002.2,1733.9,139.94
744.12,1286.2,738.92,1286.3,240.11
145.26,332.33,144.64,331.05,76.165
1117.5,1119.7,1117.8,1118,105.64
479.59,747.92,477.1,749.15,110.31
1056,1525.8,1057.7,1527,118.37
1131.8,1256.8,1131.9,1258.6,77.828
812.93,168.79,812.63,167.66,89.202
1012.4,922.12,1012.8,918.66,167.42
673.56,1295.9,675.6,1295,89.182
1671.7,1438.8,1672.8,1439.6,53.576
956.96,862.2,955.13,864.61,133.96
1035.1,703.43,1034.2,708.35,236.57
993.24,515.1,994.11,514.63,138.64
732.08,1555.1,732.89,1555.2,35.412
350.35,1602.7,355.18,1603.7,223.74
1058.2,1244.3,1059.9,1244.6,67.234
837.15,852.85,834.21,855.54,158.05
798.14,541.4,798.47,543.37,109.54
998.59,1047.5,996.91,1049.5,112.06
1339.4,413.64,1338.2,413.74,52.457
1309.8,1313.6,1309.7,1311.7,113.13
469.94,1038.5,468.64,1037.9,56.309
477.7,1591.4,476.07,1594.3,153.51
1570.9,1742,1568,1740.5,133.33
1088.6,1622.7,1089.5,1623.8,71.011
1115.3,1044.7,1114,1044.9,127.85
838.37,1538.8,836.88,1539.4,64.638
929.93,696.48,931.92,696.49,105.66
1837.9,1419.1,1837.9,1420.7,82.814
847.82,28.669,846.84,23.005,245.15
1884,1145.6,1883.3,1144.6,63.186
502.44,919.13,503.51,918.28,72.469
718.66,1560.9,712.84,1562.7,245.89
196.76,681.98,197.93,683.29,91.863
145,626.46,142.31,625.16,130.78
962.83,871.27,963.82,871.87,69.456
1558.9,217.37,1556.2,216.28,137.53
1122.4,1106.9,1121.5,1108.8,97.097
1301.7,1339.9,1301.2,1339.1,91.08
46.878,1815.9,47.359,1816.4,44.044
1225.3,1253.1,1224.5,1256.9,182.76
1616.8,1700.5,1617.1,1701.8,52.628
1248.2,307.05,1247.1,309.88,155.43
1199.9,1220.4,1195.6,1218.9,182.86
1095,1081.9,1093.8,1081.7,72.457
1763.4,1492.1,1763.4,1491.6,79.151
912.92,805.12,913.75,805.64,64.442
171.16,111.99,172.52,113.26,92.637
768.71,512.8,768.59,512.77,125.64
768.25,9.1554,766.43,9.5468,114.64
1180.8,1232.8,1181.3,1234,80.547
1041.8,1515.2,1042.8,1512.8,104.71
328.19,1609.1,326.98,1609,75.812
1075.5,1259.6,1072.9,1261.8,152.17
1493,1593.1,1493.5,1592.7,67.312
1537.4,1842.9,1536,1841.1,128.25
521.84,745.71,523.51,749.46,184.09
98.842,699.1,99.795,698.37,130.23
771.02,125.51,770.86,124.83,69.438
43.867,1297.1,41.691,1297.8,93.058
485.22,883.31,484.95,885.67,164.72
1244.8,321.25,1245.5,322.97,96.868
1795.6,757.61,1795.9,755.24,109.44
1378.8,385.9,1379.5,385.99,33.632
1406.2,1305.4,1405,1302.9,114.66
1095.2,1156.8,1098.2,1157,141.76
259.53,171.86,258.91,172.05,98.212
1433.2,1793.6,1432.3,1796.3,133.53
1761.2,807.04,1760.6,806.16,53.757
792.71,1562.5,786.95,1567.4,317.23
977.93,749.74,977.98,752.03,92.102
1365.9,1725.6,1365.6,1725.3,16.534
1838.5,1472.5,1835.7,1465.8,289.87
1726.6,378.69,1724.9,383.83,221.52
747.21,1264.4,749.82,1261.7,146.66
271.72,1724.4,271.18,1725,34.048
1296.9,244.86,1294,250.56,263.77
750.74,490.64,748.6,490.86,86.886
637.33,1419.9,637.17,1420.2,33.191
171.08,369.37,171.38,367.23,86.41
1435.6,271.94,1441,272.72,229.25
942.36,451.11,944.12,450.72,71.295
867.8,19.864,865.38,22.409,151.79
674.47,108.46,676.21,106.17,116.05
106.5,1718.1,99.316,1717.9,297.56
733.61,612.83,734.68,614.36,100.01
1786.6,1311.4,1786.7,1312.7,138.4
1858.2,494.87,1859.7,496.27,99.926
1353.3,1358.7,1351.5,1360.8,129.94
1819.1,248.99,1820,250.82,139.73
728.5,58.487,725.36,63.521,236.8
1269.2,1320.1,1268.8,1321.2,50.879
1010.9,886.67,1009.2,888.72,152.39
1895.8,519.17,1899.4,517.05,258.76
200.15,93.465,203.25,94.626,131.34
1774.2,729.17,1774.8,728.01,56.129
1245.2,1370.1,1247.2,1372.4,119.34
673.87,1402.1,675.24,1406.3,194.67
764.27,210.67,761,208.37,247.19
969.87,1020.2,968.04,1023.6,161.2
991.07,776.48,989.39,775.88,80.452
1772,373.74,1773.1,373.81,58.598
381.26,1685.9,381.38,1687,58.75
776.51,1103.4,779.27,1105.1,164.24
534.72,1142.5,535.09,1142.6,16.169
1522.6,1056.3,1521.2,1057,64.545
1041.5,340.9,1040.9,343.04,90.287
994.59,406.01,993.68,405.91,36.55
97.349,380.08,96.741,377.86,91.636
421.61,1377.6,429.23,1375.5,390.92
413.07,1720.1,412.23,1721.6,76.288
1587.8,936.5,1585.3,936.89,97.905
517.5,1234.9,515.95,1232.1,159.75
616.05,1712.2,617.92,1711.9,91.329
593.28,1356.3,595.31,1355.8,86.974
1816.3,779.09,1812.9,781.2,194.49
993.16,306.77,991.66,305.34,82.271
264.72,548.09,271.3,546.42,271.98
647.9,454.09,649.01,454.82,359.77
1411.1,836.61,1410.4,834.67,83.929
691.52,699.46,693.07,699.59,119.65
922.48,612.92,921.73,611.36,157.94
951.26,705.26,954.42,706.52,136.88
1413.9,469.91,1415.1,465.7,173.74
1526.5,831.05,1526.1,830.67,55.658
1009.5,1081.2,1010,1080.3,46.126
259.75,446.15,259.49,447.48,106.41
1208.8,483.87,1210.9,483.24,101.29
919.79,1161.5,919.32,1163.1,82.427
710.68,703.39,710.47,703.08,29.853
521.07,1289,521.9,1288.4,40.439
517.62,1351.3,516.84,1352.5,78.256
1767.4,757.3,1767.1,756.99,32.343
759.96,1058.7,753.8,1063.2,307.51
1479.7,490.12,1480.6,484.27,241.51
722.13,1069.8,720.89,1070,99.78
873.92,1195.3,870.12,1195.1,202.53
1357.2,790.61,1356.4,787.57,124.82
393.4,1870.5,391,1871,103.99
51.529,525.03,53.235,526.47,106.42
386.69,1821.9,385.21,1819.3,130.24
1801.1,777.73,1800,776.99,83.584
1308.6,533.99,1309.4,526.91,296.16
1404.4,562.68,1403.5,562.53,46.494
1142.8,1218.3,1143.2,1218.5,26.039
72.266,370.31,70.738,371,156.88
890.84,1095.6,893.39,1096.8,117.82
581.58,1372.9,580.05,1370.3,148.34
570.97,1382.2,572.96,1380.9,136.38
796.54,463.13,796.53,463.06,25.66
1038.3,484.23,1040.5,482.19,133.59
64.098,1103.7,60.651,1105.3,150.25
78.173,484.22,78.172,484.94,33.961
1002.2,111.19,997.23,108.85,243.37
1267.2,1193.4,1266.3,1193.5,78.282
1024.2,95.261,1024.5,96.725,60.072
943.4,1200.2,942.78,1199.4,58.003
1574.3,1848.8,1573.8,1850.8,88.656
1327.8,1680.7,1323,1674.1,337.27
1496.8,514.98,1496.5,515.35,23.567
638.3,1548.4,637.91,1547.6,48.703
1386.1,412.67,1387.2,414.65,102.56
1362.6,1862.6,1363.2,1863.6,45.01
1545.9,1318.2,1550.6,1320.5,262.79
273.24,521.27,271.89,524.34,133.11
1412.5,439.75,1415.8,440.18,133.02
1080.5,1725.2,1079.6,1723.9,84.8
1450.7,1817.1,1449.2,1816.1,87.056
963.79,1063.2,963.09,1064.7,103.69
543.12,1373,541.11,1375.4,123.69
1339.2,914.35,1334.5,915.43,204.08
1534.1,1824.1,1535,1823.4,99.509
754.83,610.74,754.39,611.9,81.446
1495.2,537.85,1493.3,537.72,98.251
305.35,894.46,304.1,895.73,72.018
1421.6,1222.2,1420.3,1221,73.75
825.48,1221.7,824.05,1224.4,268.14
1387.5,488.77,1386.4,486.05,125.17
1787.8,997.92,1785,999.47,129.41
1352.9,872.09,1352,873.46,68.921
1141.2,1633.3,1140.8,1633,61.289
837.17,813.34,837.84,809.51,182.86
31.992,485.52,32.17,485.51,49.825
632.54,495.31,631.4,491.55,164.94
1028.6,1558.9,1029,1560.8,80.521
842.42,608.7,841.44,610.62,99.958
656.47,1290.9,654.07,1290.5,98.026
969.74,30.666,971.67,32.515,146.86
149.58,1840.3,150.67,1839.9,68.931
1506.7,843.97,1506.9,848.99,216.74
1259.8,549.73,1258.5,548.15,80.599
30.644,347.19,31.8,348.16,96.771
941.62,959.65,942.53,960.44,172.87
479.79,740.57,478.84,741.53,53.679
1388.7,443.95,1388.3,444.41,66.268
770.26,1039.3,767.99,1041.6,129.29
943.92,1890.8,947.59,1893.2,247.05
756.85,1079.6,758.6,1079.4,134.56
1157.2,1410.2,1163.1,1405.7,361.82
386.31,1558.3,384.56,1556.6,113.16
1062.5,580.52,1064.7,580,99.753
1066.9,1628.6,1068.6,1628.9,83.095
1219.1,1355.8,1216.8,1356.7,147.22
581.63,1270.6,582.61,1270.2,64.029
194.52,790.75,194.48,795.05,201.98
498.36,840.58,493.38,842.29,215.01
1650,1207.8,1645.7,1208,212.76
926.04,1639.1,923.86,1639.2,234.02
617.12,825.05,615.77,826.37,75.11
1483.6,876.25,1483.9,875.6,28.996
241.26,1107,236.82,1104.7,198.22
1414.8,447.37,1412.9,447.71,158.83
683.57,1768.9,683.61,1772.1,130.13
636.6,838.65,631.2,838.6,215.2
1099.8,1087,1094.5,1084.8,240.48
371.9,1190.2,371.36,1190.4,59.453
1677.2,1230,1677,1229.9,92.713
1325.8,363.07,1325.3,361.71,122.97
629.84,956.15,632.05,954.68,117.28
360.48,649.94,359.93,653.26,254.06
83.416,1048.3,82.727,1047.7,134.14
790.25,1189.2,788.4,1191,134.2
764.22,343.04,764.44,347.25,168.1
733.89,684.93,734.75,686.77,105.6
1618.8,946.55,1618.5,945.99,116.81
309.08,81.286,308.62,81.27,93.261
1281.6,631.42,1282.9,639.3,327.71
145.43,1387.7,145.08,1386.2,112.38
563.24,1554.4,563.62,1556.5,93.004
110.77,1437.4,112.01,1435.5,144.44
572.53,1320.5,575.76,1324.7,217.3
1603.8,967.36,1606.2,972.03,209.82
651.89,943.86,650.31,944.79,138.34
711.35,1066.6,708.61,1071.2,259.43
1380.3,488.67,1381.5,489.53,196.91
383.15,1501.3,379.83,1498.5,242.86
764.67,1367.5,761.17,1369.4,169.25
727.44,1091.3,727.18,1088.5,135.38
90.236,1363.3,87.462,1363.8,119
1831.4,910.99,1829.3,909.39,106.68
392.12,644.57,391.06,644.37,45.605
791.16,1390.9,791.15,1390,52.589
1200.9,1354.6,1198.4,1357.1,155.1
528.46,1585.2,529.49,1584.9,42.259
1067.9,1195.2,1064.7,1191,231.64
551.41,981.71,551.09,983.35,105
89.622,1347.2,85.008,1350.5,227.8
379.23,497.78,379.1,499,148.66
333.28,1656.6,332.31,1657.6,155.86
95.67,1724.5,95.097,1725.5,85.008
737.56,978.67,735.61,978.43,164.92
1762.7,670.78,1761.7,678.32,345.85
1063.2,1758.4,1061.4,1760.1,108.6
1262.4,310.78,1263.4,312.12,151.18
895.68,345.62,894.86,348.93,173.7
682.03,1076.7,677.27,1078.8,208.76
1513.7,816.85,1512.4,818.44,162.02
214.33,369.89,214.14,368.55,169.15
1862.7,898.98,1861.5,901.68,185.45
1039.9,274.38,1044.8,273.29,285.65
1513.8,1699.4,1513.2,1699.3,69.008
210.41,1141.9,207.48,1147.7,269.02
1660.7,802.59,1658.4,801.93,104.43
37.452,1457.5,39.816,1461.7,274.74
1415.2,1518.5,1416.4,1519.3,60.834
1635.3,838.84,1635.8,837.87,86.628
1387.8,1632.5,1384.5,1636.6,219.6
1165.4,1340.7,1165.1,1340.2,24.126
995.88,298.62,1001.8,300.66,369.39
791.48,1034.8,792.87,1036.7,161.76
1608.9,1332,1609.3,1334.8,124.29
161.86,1415.8,164.44,1413.4,173.37
627.72,181.48,623.57,181.67,172.61
416.94,1032.9,416.15,1034.1,141.57
422.4,1746.3,418.48,1745.2,184.21
98.057,1444.9,96.602,1442.8,211.08
1432.9,941.84,1427.4,945.56,308.01
515.77,1559,516.04,1560,83.43
876.26,954.82,873.79,953.08,233.65
519.67,1517.9,522.91,1516.3,160.74
627.15,79.028,626.92,78.564,72.693
946.57,1454.2,946.17,1452.2,88.386
1477.6,1566.6,1476.7,1567.7,117.04
221.66,1285.3,224.17,1287.3,164.65
1128.6,547.07,1128.9,545.57,65.319
383.48,1525.4,382.49,1525,105.65
1638.5,1008.6,1638.4,1011.2,132.73
1641.9,1127.3,1641.2,1129.2,269.85
1204.4,1100.1,1204.1,1095.6,224.39
186.79,1284,185.59,1282,161.62
712.29,1314.5,710.95,1313.3,165.42
435.34,241.37,434.99,240.81,107.85
278.02,46.462,279.44,47.288,72.555
581.78,805.71,581.21,805.04,45.656
761.35,1337.8,761.32,1340,144.58
862,922.34,864.1,923.06,88.131
702.19,683.33,704.94,681.77,151.79
603.39,1462.9,603.69,1464.7,94.576
52.65,806.48,52.865,804.53,120.68
1730.7,1661,1728.4,1662.5,109.52
1108.2,1597.7,1104.8,1593.1,298.02
726.37,1479.9,718.65,1477,371.94
1528.7,1721.1,1529.3,1720.9,36.082
550.36,1265.3,545.45,1270.1,281.67
1797.9,1310,1799.3,1310.8,76.556
1636.1,1022.1,1632.7,1025.3,190.35
1235.3,1352.2,1236.6,1351.3,98.989
1435.2,834.7,1431.9,835.48,133.2
1643.1,793.81,1636.7,789.19,316.21
1866.2,1745.3,1865.5,1745.6,113.64
1690.9,1710,1692.3,1710.7,141.09
704.13,776.3,702.71,777.1,228.16
193.96,426.04,189.39,424.78,206.56
914.95,304.27,917.84,307.06,160.56
415.86,1484.2,415.04,1485.5,126.32
781.32,1384.6,779.01,1385.8,136.82
1181.1,1378.3,1183.7,1378,144.3
545.92,206.45,545.7,206.28,72.379
1676.9,1141.5,1676,1141.5,63.351
83.593,1591.3,83.953,1591.9,55.492
1507.4,57.876,1506.9,56.715,63.537
576.61,651.27,572.24,653.86,222.32
784.97,261.38,785.49,260.14,68.858
1276.8,590.08,1275.8,588.46,136.22
1056.7,1599.1,1059.7,1601.7,206.91
1559,1461.7,1556.6,1461.9,116.89
498.11,725.18,499.53,722.63,143.32
1383.8,947.17,1382.5,946.57,113.01
1057.9,1212.2,1056.5,1215.7,207.77
1110.1,647.29,1108,643.48,177.71
85.385,658.03,86.376,660.47,104.61
592.63,1400.3,592.57,1395,216.9
682.98,1488.6,687.91,1487.3,210.98
989.86,1101.9,987,1102.2,120.08
977.19,1669,982.06,1673.6,314.76
1685.6,1802.2,1683.2,1805.5,191.62
1351.7,521.16,1350.4,529.67,390.52
1031.6,1440.4,1031.4,1441.9,112.98
474.35,1673.4,475.16,1674.4,116.37
693.27,1088,694.46,1090.1,147.35
400.78,659.91,400.56,662.14,88.946
559.85,92.768,557.19,95.076,179.18
122.01,1729.7,119.79,1728.2,116.5
912.63,346.13,911.66,347.76,205.01
789.91,395.83,787.7,395.86,129.8
1180.8,538.1,1177.3,540.36,209.27
1728.1,1759.8,1727.5,1759.3,116.2
684.48,1107.1,688.33,1107.5,162.87
1015.9,291.55,1011.3,290.35,245.78
1822.2,829.21,1821.6,829.01,83.303
459.17,269.46,459.98,270.06,123.38
439.37,1609.2,440.57,1611.4,163.22
664.77,1769.7,665.78,1772.3,120.13
18.423,439.42,19.574,442.73,197.79
1650.1,1371.3,1647.8,1370.1,106.94
781.92,1423.3,780.6,1423.7,71.615
807.95,311.69,807.18,312.58,148.62
1211.7,345.94,1207.2,345.55,187.67
796.83,344.25,797.51,342.38,95.833
1595.9,1364.8,1597.7,1366.7,102.81
1739.3,808.32,1742.7,806.33,160.61
429.55,1599.5,429.95,1600.9,77.086
114.35,1195.4,113.86,1192,201.93
1689.7,1078.2,1687.1,1082,183.21
441.86,1510.1,443.31,1511.6,130.44
1631.5,1774.5,1629,1775.1,105.69
1760.6,715.64,1761.8,716.65,106.5
1755.5,993.49,1749.8,993.69,228.64
1541,1656.7,1540.6,1657.1,197.02
